線路名稱,20260226,線路行別,下行,報表名稱,軌道參數報表,測量人員,NoName
開始里程,99.99974822998047,結束里程,99.4422378540039,里程增減,里程減
波長,25米-3米波長,測量日期,2026.02.27,測量時刻,00:22:18

檢測點號, 里程(Km),軌距(mm),超高(mm),水平(mm),左高低(mm),右高低(mm),左軌向(mm),右軌向(mm),平面性(mm),速度(km/h),特征,
1,99.999750,0.70,6.23,0.00,inf,inf,inf,inf,inf,-0.00,
2,99.999500,0.90,6.40,0.00,inf,inf,inf,inf,inf,1.46,
3,99.999250,0.90,6.53,0.00,inf,inf,inf,inf,inf,1.93,
4,99.999000,0.80,6.26,0.00,inf,inf,inf,inf,inf,2.29,
5,99.998750,0.40,5.73,0.00,inf,inf,inf,inf,inf,2.59,
6,99.998500,0.20,5.55,0.00,inf,inf,inf,inf,inf,2.85,
7,99.998250,0.10,5.32,0.00,inf,inf,inf,inf,inf,3.09,
8,99.998000,-0.10,4.66,0.00,inf,inf,inf,inf,inf,3.31,
9,99.997750,-0.00,3.79,0.00,inf,inf,inf,inf,inf,3.52,
10,99.997500,0.10,3.61,0.31,inf,inf,inf,inf,inf,3.71,
11,99.997250,-0.00,3.95,0.37,inf,inf,inf,inf,inf,3.89,
12,99.997000,0.50,4.01,0.37,inf,inf,inf,inf,2.38,4.07,
13,99.996750,0.20,3.88,-0.01,inf,inf,inf,inf,2.65,4.23,
14,99.996500,0.40,3.81,-0.63,inf,inf,inf,inf,2.45,4.39,
15,99.996250,-0.00,3.97,-0.65,inf,inf,inf,inf,1.75,4.55,
16,99.996000,0.10,3.91,-0.14,inf,inf,inf,inf,1.64,4.69,
17,99.995750,-0.00,3.72,0.08,inf,inf,inf,inf,1.59,4.83,
18,99.995500,-0.20,3.31,0.08,inf,inf,inf,inf,1.35,4.96,
19,99.995250,-0.10,2.92,0.10,inf,inf,inf,inf,0.89,5.09,
20,99.995000,-0.30,2.74,0.35,inf,inf,inf,inf,0.87,5.23,
21,99.994750,-0.40,2.52,0.43,inf,inf,inf,inf,1.43,5.35,
22,99.994500,-0.50,2.45,0.40,inf,inf,inf,inf,1.56,5.47,
23,99.994250,-0.21,2.26,0.16,inf,inf,inf,inf,1.62,5.58,
24,99.994000,-0.49,2.29,-0.09,inf,inf,inf,inf,1.53,5.70,
25,99.993750,-0.30,2.29,-0.10,inf,inf,inf,inf,1.68,5.82,
26,99.993500,-0.20,2.31,-0.16,inf,inf,inf,inf,1.59,5.92,
27,99.993250,-0.69,2.52,-0.11,inf,inf,inf,inf,1.21,6.02,
28,99.993000,-1.39,2.52,-0.22,inf,inf,inf,inf,0.79,6.13,
29,99.992750,-1.11,2.81,-0.18,inf,inf,inf,inf,0.11,6.22,
30,99.992500,-2.07,3.05,-0.21,inf,inf,inf,inf,-0.31,6.33,
31,99.992250,-2.30,2.93,-0.23,inf,inf,inf,inf,-0.41,6.41,
32,99.992000,-1.91,3.06,-0.08,inf,inf,inf,inf,-0.61,6.52,
33,99.991750,-1.52,3.57,-0.21,inf,inf,inf,inf,-1.31,6.59,
34,99.991500,-1.50,3.86,-0.09,inf,inf,inf,inf,-1.57,6.68,
35,99.991250,-1.21,3.60,0.03,inf,inf,inf,inf,-1.31,6.75,
36,99.991000,-1.10,3.49,-0.22,inf,inf,inf,inf,-1.17,6.83,
37,99.990750,-0.81,3.51,-0.18,inf,inf,inf,inf,-0.99,6.89,
38,99.990500,-0.80,3.44,0.26,inf,inf,inf,inf,-0.92,6.97,
39,99.990250,-0.70,2.86,0.52,inf,inf,inf,inf,-0.06,7.02,
40,99.990000,-0.50,2.47,0.32,inf,inf,inf,inf,0.59,7.10,
41,99.989750,0.17,2.89,0.21,inf,inf,inf,inf,0.04,7.16,
42,99.989500,-0.28,3.42,0.20,inf,inf,inf,inf,-0.36,7.19,
43,99.989250,-0.30,2.94,0.20,inf,inf,inf,inf,0.64,7.22,
44,99.989000,-0.30,2.53,-0.26,inf,inf,inf,inf,1.33,7.26,
45,99.988750,-0.79,2.44,-0.52,inf,inf,inf,inf,1.16,7.29,
46,99.988500,-0.51,2.27,0.01,inf,inf,inf,inf,1.22,7.32,
47,99.988250,-1.09,1.69,0.73,inf,inf,inf,inf,1.82,7.34,
48,99.988000,-1.10,1.28,0.45,inf,inf,inf,inf,2.16,7.37,
49,99.987750,-1.49,0.70,0.27,inf,inf,inf,inf,2.16,7.38,
50,99.987500,-1.20,0.79,0.34,inf,inf,inf,inf,1.69,7.41,
51,99.987250,-1.00,0.66,0.40,inf,inf,inf,inf,2.25,7.42,
52,99.987000,-0.90,0.75,0.09,inf,inf,inf,inf,2.67,7.45,
53,99.986750,-0.51,0.36,-0.07,inf,inf,inf,inf,2.58,7.45,
54,99.986500,-0.60,0.01,-0.39,inf,inf,inf,inf,2.53,7.45,
55,99.986250,-0.50,0.17,-0.08,inf,inf,inf,inf,2.27,7.48,
56,99.986000,-0.50,-0.42,0.06,inf,inf,inf,inf,2.68,7.47,
57,99.985750,-0.40,-0.57,0.38,inf,inf,inf,inf,2.26,7.48,
58,99.985500,-0.50,-0.60,0.17,inf,inf,inf,inf,1.87,7.48,
59,99.985250,-0.40,-1.48,0.04,inf,inf,inf,inf,2.17,7.48,
60,99.985000,-0.60,-1.83,0.47,inf,inf,inf,inf,2.62,7.46,
61,99.984750,-0.60,-1.82,0.14,inf,inf,inf,inf,2.48,7.46,
62,99.984500,-0.70,-2.45,0.29,inf,inf,inf,inf,3.20,7.45,
63,99.984250,-0.90,-3.23,0.62,inf,inf,inf,inf,3.59,7.45,
64,99.984000,-0.51,-3.35,0.09,inf,inf,inf,inf,3.35,7.44,
65,99.983750,-0.40,-3.32,0.08,inf,inf,inf,inf,3.49,7.44,
66,99.983500,-0.69,-3.01,0.34,inf,inf,inf,inf,2.60,7.41,
67,99.983250,-0.41,-2.60,-0.09,inf,inf,inf,inf,2.03,7.41,
68,99.983000,-0.10,-1.96,-0.74,inf,inf,inf,inf,1.35,7.39,
69,99.982750,-0.29,-1.86,-0.81,inf,inf,inf,inf,0.41,7.39,
70,99.982500,0.39,-2.31,-0.73,inf,inf,inf,inf,0.48,7.37,
71,99.982250,0.50,-2.48,-0.34,inf,inf,inf,inf,0.66,7.37,
72,99.982000,0.60,-2.83,0.09,inf,inf,inf,inf,0.37,7.35,
73,99.981750,0.80,-3.10,0.73,inf,inf,inf,inf,-0.15,7.34,
74,99.981500,0.80,-3.14,0.80,inf,inf,inf,inf,-0.21,7.33,
75,99.981250,0.41,-3.31,0.36,inf,inf,inf,inf,-0.01,7.32,
76,99.981000,0.50,-3.35,0.22,inf,inf,inf,inf,0.35,7.32,
77,99.980750,0.40,-3.13,-0.08,inf,inf,inf,inf,0.53,7.31,
78,99.980500,-0.30,-3.17,-0.23,inf,inf,inf,inf,1.22,7.30,
79,99.980250,-0.30,-3.06,-0.15,inf,inf,inf,inf,1.19,7.29,
80,99.980000,-0.69,-2.91,-0.27,inf,inf,inf,inf,0.60,7.29,
81,99.979750,-0.99,-2.72,-0.28,inf,inf,inf,inf,0.25,7.28,
82,99.979500,-0.90,-2.76,-0.07,inf,inf,inf,inf,-0.08,7.26,
83,99.979250,-0.80,-2.85,-0.13,inf,inf,inf,inf,-0.25,7.28,
84,99.979000,-0.70,-3.02,-0.03,inf,inf,inf,inf,-0.12,7.26,
