線路名稱,1150422XDLUP,線路行別,上行,報表名稱,軌道TQI報表,測量人員,NoName
開始里程,89.00025177001953,結束里程,91.47449493408203,里程增減,里程增
波長,25米-3米波長,測量日期,2026.04.23,測量時刻,02:29:57

里程(Km),超限,左軌向(mm),右軌向(mm),左高低(mm),右高低(mm),水平(mm),軌距(mm),平面性(mm),TQI數值,TQI超標,速度(km/h),標準,
91.099750,未超限,6.568,6.404,0.691,0.708,1.135,2.566,1.672,19.744,未超標,32.392,<=15
