線路名稱,1150422XDLUP,線路行別,上行,報表名稱,超限報表,測量人員,NoName
開始里程,89.00025177001953,結束里程,91.47449493408203,里程增減,里程增
波長,25米-3米波長,測量日期,2026.04.23,測量時刻,02:29:57

位置(Km),位置(m),超限類型,峰值(mm),長度(m),超限等級,線形(直/緩/曲),速度(km/h),檢測標準(mm),
89.000,157.003,超高,11.514,34.278,1,直線,23.173,7.9:-7.9
89.000,193.021,超高,15.444,39.752,1,直線,24.413,7.9:-7.9
89.000,259.519,右軌向,15.872,20.258,1,圓曲,22.482,7.9:-7.9
89.000,280.009,右軌向,16.791,1.991,2,圓曲,20.885,15.9:-15.9
89.000,282.774,右軌向,15.841,5.747,1,圓曲,20.641,7.9:-7.9
89.000,263.269,左軌向,15.854,31.247,1,圓曲,22.172,7.9:-7.9
89.000,288.773,右軌向,17.542,5.988,2,圓曲,20.132,15.9:-15.9
89.000,294.761,左軌向,18.661,9.759,2,圓曲,19.687,15.9:-15.9
89.000,295.007,右軌向,15.801,31.752,1,圓曲,20.620,7.9:-7.9
89.000,233.009,超高,70.705,95.763,2,直線,24.342,15.9:-15.9
89.000,304.766,左軌向,15.798,25.491,1,圓曲,20.620,7.9:-7.9
89.000,329.021,超高,15.557,3.503,1,圓曲,19.920,7.9:-7.9
89.000,410.256,軌距,19.135,1.512,1,圓曲,18.806,17.9:-6.9
89.000,405.270,超高,-33.672,7.752,2,圓曲,18.844,15.9:-15.9
89.000,413.258,右軌向,9.227,1.759,1,直線,18.939,7.9:-7.9
89.000,413.258,左軌向,-9.810,2.260,1,直線,18.977,7.9:-7.9
89.000,435.276,左軌向,10.073,2.243,1,直線,19.984,7.9:-7.9
89.000,435.276,右軌向,-9.264,2.243,1,直線,19.984,7.9:-7.9
89.000,440.752,超高,-38.085,7.753,2,圓曲,20.471,15.9:-15.9
89.000,975.000,超高,-15.695,8.758,1,直線,26.266,7.9:-7.9
89.000,998.006,左軌向,-9.152,4.497,1,直線,26.575,7.9:-7.9
90.000,8.012,左軌向,-8.837,4.265,1,直線,26.756,7.9:-7.9
90.000,13.019,左軌向,-8.743,4.240,1,直線,26.838,7.9:-7.9
90.000,9.271,右軌向,-9.476,13.994,1,直線,26.925,7.9:-7.9
90.000,22.780,左軌向,-8.902,4.976,1,直線,27.002,7.9:-7.9
90.000,25.771,右軌向,-9.275,7.241,1,直線,27.115,7.9:-7.9
90.000,37.008,右軌向,-8.382,3.517,1,直線,27.274,7.9:-7.9
89.000,984.013,超高,-25.073,58.485,2,直線,27.338,15.9:-15.9
90.000,32.523,左軌向,-9.722,11.001,1,直線,27.410,7.9:-7.9
90.000,42.498,右軌向,-8.526,4.265,1,直線,27.497,7.9:-7.9
90.000,42.763,超高,-15.746,8.522,1,直線,27.687,7.9:-7.9
90.000,48.751,左軌向,-9.073,4.266,1,直線,27.751,7.9:-7.9
90.000,570.029,超高,-15.739,3.245,1,直線,24.079,7.9:-7.9
90.000,595.022,左軌向,-15.821,19.230,1,圓曲,20.861,7.9:-7.9
90.000,600.750,右軌向,-15.736,17.267,1,圓曲,19.709,7.9:-7.9
90.000,618.247,右軌向,-16.921,4.750,2,圓曲,18.443,15.9:-15.9
90.000,623.248,右軌向,-15.863,2.255,1,圓曲,18.119,7.9:-7.9
90.000,614.511,左軌向,-22.485,139.994,2,圓曲,18.691,15.9:-15.9
90.000,625.753,右軌向,-21.868,132.747,2,圓曲,18.615,15.9:-15.9
90.000,754.765,左軌向,-15.640,15.992,1,圓曲,17.478,7.9:-7.9
90.000,573.504,超高,-101.621,200.494,2,直線,23.678,15.9:-15.9
90.000,774.267,超高,-15.673,3.492,1,圓曲,17.795,7.9:-7.9
90.000,758.760,右軌向,-15.779,19.988,1,圓曲,17.833,7.9:-7.9
90.000,893.015,超高,31.098,7.493,2,直線,15.536,15.9:-15.9
90.000,927.500,軌距,-9.802,3.761,1,直線,17.009,17.9:-6.9
91.000,201.512,超高,-15.679,3.759,1,直線,21.362,7.9:-7.9
91.000,226.764,左軌向,-15.693,15.482,1,圓曲,20.895,7.9:-7.9
91.000,232.748,右軌向,-15.841,17.755,1,圓曲,20.768,7.9:-7.9
91.000,250.757,右軌向,-16.145,1.264,2,圓曲,20.260,15.9:-15.9
91.000,242.503,左軌向,-30.844,84.245,2,圓曲,20.556,15.9:-15.9
91.000,252.749,右軌向,-28.734,82.000,2,圓曲,20.154,15.9:-15.9
91.000,205.508,超高,-121.226,137.004,2,直線,21.290,15.9:-15.9
91.000,326.994,左軌向,-15.865,17.003,1,圓曲,17.852,7.9:-7.9
91.000,342.759,超高,-15.738,4.255,1,圓曲,18.005,7.9:-7.9
91.000,335.009,右軌向,-15.765,20.249,1,圓曲,18.005,7.9:-7.9
91.000,357.749,左軌向,-15.280,2.500,1,直線,14.781,7.9:-7.9
91.000,356.755,右軌向,-15.723,6.753,1,直線,15.163,7.9:-7.9
91.000,379.757,超高,38.610,4.245,2,圓曲,14.400,15.9:-15.9
91.000,360.500,左軌向,-38.281,34.501,2,直線,15.306,15.9:-15.9
91.000,363.747,右軌向,-39.271,33.512,2,直線,15.417,15.9:-15.9
91.000,397.494,右軌向,-15.309,3.258,1,直線,15.657,7.9:-7.9
91.000,395.254,左軌向,-15.813,5.759,1,直線,15.657,7.9:-7.9
91.000,410.505,超高,-36.654,4.495,2,直線,16.559,15.9:-15.9
91.000,410.754,右軌向,15.824,5.008,1,直線,16.645,7.9:-7.9
91.000,411.752,左軌向,15.892,6.004,1,圓曲,16.715,7.9:-7.9
91.000,426.258,軌距,-26.035,2.757,2,直線,17.478,21.9:-9.9
91.000,418.012,左軌向,53.242,29.003,2,直線,18.024,15.9:-15.9
91.000,416.017,右軌向,40.856,32.501,2,直線,18.043,15.9:-15.9
91.000,447.265,左軌向,15.719,3.734,1,直線,18.062,7.9:-7.9
91.000,448.768,右軌向,15.356,2.230,1,直線,18.062,7.9:-7.9
91.000,451.250,右軌向,24.178,2.509,2,直線,18.100,15.9:-15.9
